Honduras, 48.20, 48.53, 45.23, 43.75, 44.62, 39.27, 37.14, 36.92, 61.00, 51.13, 42.00, 21.50, 25.50, 14.50, 18.00, 11.75, 14.17, null
Russia, 48.92, 50.31, 49.96, 49.45, 49.03, 44.97, 42.78, 43.42, 66.00, 49.90, 60.88, 47.50, 56.90, 52.50, 48.67, 51.38, 49.50, 48.00
Democratic Republic, 49.09, 51.71, 51.60, 52.67, 50.97, 44.31, 44.64, 41.66, 67.67, 51.83, 53.50, 51.25, 50.50, 51.00, 57.33, 51.50, 38.50, 40.75
Bangladesh, 49.37, 50.74, 48.62, 48.36, 45.94, 42.95, 42.58, 42.01, 57.00, 42.50, 37.33, 42.70, 53.17, 48.00, 61.25, 62.50, 46.50, 43.75
Brunei, 49.65, 51.48, 51.48, 53.72, 53.85, 36.76, 35.45, 35.45, 56.20, 51.00, 63.50, null, null, null, null, null, null, 38.00
Belarus, 49.75, 51.66, 52.59, 52.43, 54.32, 47.98, 47.82, 48.35, 99.00, 57.00, 59.50, 58.33, 63.63, 57.00, 61.33, 54.10, 52.00, 52.17
Turkey, 50.02, 52.81, 53.50, 52.98, 50.76, 44.16, 45.87, 46.56, 70.00, 49.25, 38.25, 22.75, 31.25, 25.00, 25.00, 37.25, 35.00, 33.50
Rwanda, 50.34, 52.43, 52.90, 54.11, 54.61, 56.57, 56.57, 55.46, 81.00, 81.00, 64.67, 50.00, 58.88, 41.00, 38.00, 37.25, 34.25, 37.50
Uzbekistan, 53.07, 53.52, 60.84, 66.11, 61.15, 61.14, 61.01, 60.39, 83.00, 71.50, 67.67, 62.70, 74.88, 71.00, 66.50, 52.13, 61.50, 45.00
Kazakhstan, 54.11, 52.82, 54.41, 54.01, 54.55, 53.46, 54.94, 55.08, 77.50, 68.50, 49.67, 35.33, 41.63, 41.00, 36.17, 44.17, 42.50, 42.00
Singapore, 55.23, 51.41, 50.95, 51.1, 52.96, 45.87, 44.29, 43.43, 61.00, 47.50, 45.00, 49.00, 56.00, 51.50, 50.67, 57.00, 47.33, null
Sudan, 55.33, 72.45, 71.13, 73.56, 72.53, 72.34, 71.88, 70.06, 100.75, 85.33, 54.00, 42.00, 55.75, 48.13, 44.00, 44.25, 45.75, 36.00
Burundi, 55.33, 52.89, 55.26, 55.78, 54.10, 42.93, 40.50, 38.02, 57.75, 28.88, 29.00, 21.00, 43.40, 39.83, 23.00, 19.00, 26.25, 24.50
Tajikistan, 55.34, 54.02, 50.06, 50.27, 50.34, 36.19, 34.86, 35.71, 56.00, 34.50, 32.00, 25.50, 37.00, 30.00, 33.00, 27.75, 34.50, 28.25
Iraq, 55.37, 52.60, 56.56, 54.03, 54.35, 47.76, 45.44, 44.67, 75.36, 45.58, 53.30, 59.38, 67.83, 66.83, 67.00, 58.50, 37.50, 79.00
Somalia, 55.45, 57.24, 63.04, 65.95, 65.35, 72.31, 73.19, 73.59, 88.33, 66.00, 77.50, 58.00, 71.50, 51.25, 59.00, 43.50, 45.00, null
Libya, 55.77, 55.77, 56.79, 56.81, 57.89, 45.99, 39.84, 37.86, 77.50, 63.50, 64.50, 61.50, 66.50, 62.50, 88.75, 65.00, 60.00, 72.50
Equatorial Guinea, 56.38, 58.35, 66.47, 66.47, 66.47, 66.23, 67.95, 67.20, 86.00, 79.00, 65.50, 59.25, 65.25, 48.00, 44.00, 46.25, 44.75, 42.75
Egypt, 56.82, 56.47, 56.72, 55.78, 54.45, 50.17, 51.89, 48.66, 97.50, 43.33, 51.38, 50.25, 58.00, 46.25, 52.00, 43.50, 34.25, 34.50
Yemen, 58.25, 61.66, 62.23, 65.8, 67.07, 66.36, 67.26, 69.22, 101.00, 82.13, 83.38, 59.00, 56.67, 54.00, 46.25, 48.00, 41.83, 34.75
Azerbaijan, 58.48, 59.13, 59.73, 56.4, 57.89, 58.41, 52.87, 47.73, 87.25, 56.38, 53.50, 53.63, 55.40, 47.00, 51.00, 49.67, 34.50, 34.50
Bahrain, 60.13, 61.31, 60.85, 58.88, 54.86, 58.69, 58.26, 62.75, 125.00, 51.38, 36.50, 21.17, 38.00, 28.00, 38.75, 52.50, 35.17, 23.00
Saudi Arabia, 62.14, 65.88, 63.13, 66.02, 59.72, 59.41, 58.30, 56.88, 83.25, 61.50, 76.50, 61.75, 59.75, 76.00, 66.00, 79.17, 71.50, 62.50
Cuba, 63.81, 63.81, 68.90, 71.75, 70.23, 70.21, 70.92, 71.64, 98.83, 78.00, 94.00, 88.33, 96.17, 95.00, 87.00, 106.83, 97.83, 90.25
Laos, 64.28, 64.49, 66.41, 66.41, 71.58, 71.25, 71.22, 67.99, 89.00, 80.50, 92.00, 70.00, 75.00, 67.50, 66.50, 64.33, 94.83, 89.00
Iran, 64.81, 64.41, 60.71, 65.12, 66.52, 72.32, 72.29, 73.40, 136.60, 94.56, 104.14, 80.33, 96.50, 90.88, 89.17, 78.30, 89.33, 48.25
Syria, 72.57, 71.78, 79.22, 81.49, 81.35, 77.29, 77.04, 78.53, 138.00, 91.50, 78.00, 59.63, 66.00, 63.00, 55.00, 67.50, 67.50, 62.83
Vietnam, 74.71, 74.93, 75.05, 73.96, 74.27, 72.63, 72.36, 71.78, 114.00, 75.75, 81.67, 86.17, 79.25, 67.25, 73.25, 86.88, 89.17, 81.25
Djibouti, 76.73, 71.36, 70.77, 70.54, 70.90, 71.04, 70.34, 67.40, 83.50, 30.50, 31.00, 41.50, 50.25, 33.00, 37.00, 55.00, 35.50, 31.25
China, 78.48, 78.92, 78.29, 77.66, 80.96, 73.55, 72.91, 73.07, 136.00, 84.67, 84.50, 85.50, 89.00, 94.00, 83.00, 92.33, 91.25, 97.00
Eritrea, 83.50, 80.26, 84.24, 84.24, 83.92, 84.86, 84.83, 84.83, 142.00, 105.00, 115.50, 97.50, 114.75, 97.50, 99.75, 93.25, 91.50, 83.67
Turkmenistan, 85.44, 85.44, 84.20, 84.19, 83.44, 80.83, 80.81, 79.14, 140.67, 95.33, 107.00, 95.50, 103.75, 98.50, 93.50, 99.83, 82.83, 91.50
North Korea, 85.82, 83.40, 88.87, 84.98, 83.76, 83.25, 81.96, 83.90, 141.00, 104.75, 112.50, 96.50, 108.75, 109.00, 109.00, 107.50, 99.50, 97.50
United States, null, null, null, null, null, null, null, null, 19.00, 27.00, 30.00, 31.00, 36.00, 31.50, 48.50, 36.00, 41.00, null
Israel, null, null, null, null, null, null, null, null, 59.00, 47.00, 55.50, 51.50, 32.00, 47.00, null, 37.50, 49.00, null
Grenada, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 12.00, null, null
